銘柄コード,売り上げ高(2019),売り上げ高(2020),売り上げ高(2021),営業益(2019),営業益(2020),営業益(2021),営業利益率(2019),営業利益率(2020),営業利益率(2021),ROE(2019),ROE(2020),ROE(2021)
3825,"11,780","11,229",－,"-1,710","-1,198",－,-14.52,-10.67,－,-19.82,-85.89,－
3063,"15,056","14,210","10,500",-51,91,-500,-0.34,0.64,-4.76,3.08,-7.66,-150.00
3234,"9,631","9,602","9,826","6,026","6,028","6,160",62.57,62.78,62.69,－,－,－
6750,"99,362","100,861","105,000","12,680","14,121","14,800",12.76,14.00,14.10,18.60,17.80,13.92
6640,"52,674","54,019","51,500",719,"1,505","1,900",1.36,2.79,3.69,-4.16,1.98,2.23
3059,"16,859","15,932","16,500",813,436,650,4.82,2.74,3.94,9.05,4.98,6.14
8304,"160,136","184,406",－,"47,796","43,330","40,000",29.85,23.50,－,8.17,6.43,5.97
2130,"8,857","10,607","12,520",968,"1,249","1,145",10.93,11.78,9.15,19.64,22.93,21.45
3058,"20,400","19,965","20,000",32,151,250,0.16,0.76,1.25,-7.86,-34.33,0.00
2120,"39,297","35,402","38,476","4,184","2,497","3,434",10.65,7.05,8.93,8.84,3.54,6.07
3824,"1,431","1,512","1,615",15,-63,-40,1.05,-4.17,-2.48,10.37,-15.84,-10.84
5019,"4,425,144","6,045,850","4,300,000","179,319","-3,860","35,000",4.05,-0.06,0.81,9.52,-2.30,-1.83
3057,"9,727","10,284","4,800",463,467,"-1,500",4.76,4.54,-31.25,32.36,37.93,-331.49
3823,"1,554","1,147","1,912",-103,-431,80,-6.63,-37.58,4.18,-19.17,-82.48,6.85
2127,"28,463","32,009","33,000","12,533","14,247","15,000",44.03,44.51,45.45,36.09,32.61,24.62
3231,"668,510","676,495","600,000","79,162","81,905","61,000",11.84,12.11,10.17,8.92,9.08,5.56
8418,"162,590","175,405",－,"33,430","36,602","35,000",20.56,20.87,－,3.54,3.97,3.58
3232,"106,244","103,926","83,000","7,139","5,918","-1,850",6.72,5.69,-2.23,9.83,7.61,-2.07
3817,"40,793","43,642","42,700","4,078","4,948","4,500",10.00,11.34,10.54,9.47,-2.96,15.28
3055,"235,153","243,102","235,000","2,458","2,973","1,300",1.05,1.22,0.55,4.18,3.94,2.97
3816,"2,638","2,766","2,640",412,455,415,15.62,16.45,15.72,7.97,8.22,7.05
3054,"22,147","25,139","24,500",344,544,500,1.55,2.16,2.04,7.29,12.30,10.36
7826,"21,451","22,826","23,300","4,462","3,679","4,500",20.80,16.12,19.31,17.36,17.92,13.28
2124,"23,064","24,170","21,551","5,531","6,087","4,940",23.98,25.18,22.92,30.40,29.42,12.04
3053,"63,509","67,513","31,618","3,863",-71,"-4,289",6.08,-0.11,-13.57,-3.12,-135.28,－
7931,"36,035","37,573","35,008","3,904","4,211","3,162",10.83,11.21,9.03,7.81,5.82,4.63
2122,"28,552","24,880","25,800",877,452,580,3.07,1.82,2.25,9.25,5.11,7.42
3814,"2,218","1,291","2,500",335,-508,320,15.10,-39.35,12.80,17.78,-163.55,614.29
3815,"1,943","1,798","1,960",36,-9,10,1.85,-0.50,0.51,1.61,-11.76,0.00
2121,"144,032","112,171","120,000","41,033","17,165","19,000",28.49,15.30,15.83,15.23,5.98,6.97
3228,"121,017","114,938","140,000","10,441","7,964","10,274",8.63,6.93,7.34,15.49,9.51,14.45
2499,"5,659","5,510",－,683,626,－,12.07,11.36,－,14.87,11.79,－
7827,"8,481","9,566","9,022",63,83,326,0.74,0.87,3.61,24.13,11.60,5.30
3050,"445,758","437,371","462,000","21,013","20,832","30,100",4.71,4.76,6.52,6.59,7.09,8.49
2497,"27,580","20,911","16,300","11,084","5,101","5,300",40.19,24.39,32.52,28.10,4.24,9.85
3227,"8,569","9,061","12,233","3,983","4,276","5,322",46.48,47.19,43.51,－,－,－
2498,"63,210","62,880","63,500","2,424","2,707","2,750",3.83,4.31,4.33,13.15,13.49,13.82
2493,"4,884","5,562","5,849",145,261,214,2.97,4.69,3.66,0.45,2.22,3.13
3048,"894,021","847,905","896,000","22,943","12,066","15,000",2.57,1.42,1.67,10.65,4.02,5.76
2492,"7,639","8,540","8,670","2,353","2,469","1,135",30.80,28.91,13.09,15.71,15.85,6.77
3046,"61,893","60,258","71,800","7,459","5,617","8,300",12.05,9.32,11.56,18.39,8.41,24.77
3047,"4,239","4,598","4,500",39,31,45,0.92,0.67,1.00,6.86,6.43,5.05
3226,"11,401","11,520","11,577","5,307","5,332","5,335",46.55,46.28,46.08,－,－,－
2491,"20,764","25,694","30,000","3,755","4,966","5,500",18.08,19.33,18.33,32.38,32.44,26.79
3045,"1,903","1,574",－,349,297,－,18.34,18.87,－,6.01,4.88,－
3810,"11,553","12,997","11,500",181,639,500,1.57,4.92,4.35,-10.06,12.42,6.25
8987,"10,890","12,717","11,131","2,912","6,290","4,834",26.74,49.46,43.43,－,－,－
3042,969,"1,190","1,322",43,77,55,4.44,6.47,4.16,4.23,7.66,2.96
5742,"8,715","6,614","8,468",738,192,616,8.47,2.90,7.27,10.40,2.11,8.65
2488,"5,472","6,245","6,435",238,470,433,4.35,7.53,6.73,8.58,16.05,10.91
8986,"8,262","11,645","10,463","3,762","4,860","5,065",45.53,41.73,48.41,－,－,－
6656,"2,847","2,348","2,400",316,44,170,11.10,1.87,7.08,21.67,4.74,5.21
2487,"10,260","9,936","10,500",285,363,450,2.78,3.65,4.29,7.53,5.31,7.82
2489,"41,857","37,304","44,355",722,197,824,1.72,0.53,1.86,6.63,1.39,4.11
3808,"4,892","4,795",－,"1,071",-926,－,21.89,-19.31,－,20.03,-126.34,－
4241,"2,955","2,977","2,700",209,157,120,7.07,5.27,4.44,8.12,2.35,3.05
3041,"5,874","5,344",－,19,-158,－,0.32,-2.96,－,-0.87,-50.74,－
3437,"10,634","10,643","8,700",734,880,436,6.90,8.27,5.01,11.36,12.11,6.60
8985,"28,253","28,278","13,318","17,993","17,148","2,283",63.69,60.64,17.14,8.00,6.95,0.26
2929,"10,532","15,353","40,014",576,740,"2,088",5.47,4.82,5.22,12.17,14.97,28.63
3038,"267,175","299,616","311,800","15,722","19,239","20,300",5.88,6.42,6.51,35.97,30.95,24.49
3807,"11,168","5,789","1,246","-1,074",-586,156,-9.62,-10.12,12.52,-161.13,-139.62,1.02
3799,"17,561","18,428","19,000",320,433,450,1.82,2.35,2.37,5.57,5.50,7.61
2484,"6,666","10,306","28,000",-39,"-2,623","-13,000",-0.59,-25.45,-46.43,-3.39,-26.28,-45.65
2485,"12,779","11,919","12,400","1,156",595,730,9.05,4.99,5.89,9.93,3.86,5.04
2928,"210,905","202,934",－,"-8,394",-752,－,-3.98,-0.37,－,-55.03,-17.86,－
5821,"26,853","24,880","22,000","2,601","2,321","1,850",9.69,9.33,8.41,8.34,6.56,3.64
2483,"12,008","11,550","9,300",900,813,170,7.50,7.04,1.83,15.20,6.84,0.66
3804,"3,399","3,566","3,722",391,535,607,11.50,15.00,16.31,12.35,16.12,14.76
3036,"257,437","232,242","190,000","6,257","5,176","4,500",2.43,2.23,2.37,10.73,9.23,5.89
2480,930,"1,065","1,102",315,425,443,33.87,39.91,40.20,11.34,14.28,12.77
3034,"144,783","165,411","165,500","7,050","7,733","6,500",4.87,4.68,3.93,10.46,10.26,8.15
3803,702,692,670,-47,-64,8,-6.70,-9.25,1.19,-116.42,-27.60,18.68
9421,"11,064","14,491","12,000",308,205,400,2.78,1.41,3.33,5.90,－,5.03
2481,"3,121","2,810","3,025",323,123,163,10.35,4.38,5.39,6.88,2.03,3.49
3035,"16,699","16,658","16,590",285,317,269,1.71,1.90,1.62,7.17,7.53,5.67
4240,835,835,711,24,26,-22,2.87,3.11,-3.09,1.59,1.57,-1.81
3031,"2,980","3,477","4,525",548,706,"1,225",18.39,20.30,27.07,15.73,13.51,16.29
3032,"4,889","4,885",－,-24,51,－,-0.49,1.04,－,-6.59,11.21,－
2479,"3,125","3,034",－,156,141,－,4.99,4.65,－,10.49,9.85,－
3802,"1,076","1,305","1,466",94,135,146,8.74,10.34,9.96,12.75,14.79,11.21
1605,"971,388","1,000,005","754,000","474,281","498,641","228,000",48.83,49.86,30.24,3.25,－,-4.93
3030,"11,550","12,052",－,790,710,－,6.84,5.89,－,13.19,11.09,－
5310,"41,132","36,402","30,000","7,009","5,175","3,200",17.04,14.22,10.67,7.95,4.59,3.34
3028,"228,267","217,943","230,030","1,518","4,133","6,395",0.67,1.90,2.78,-0.90,0.02,3.57
8984,"25,018","26,613","27,201","10,559","11,574","11,690",42.21,43.49,42.98,－,－,－
2475,"41,569","43,108","42,800","4,962","4,956","4,000",11.94,11.50,9.35,19.43,17.49,11.40
2477,"1,358","1,650","1,680",883,"1,163","1,183",65.02,70.48,70.42,18.77,21.22,19.40
3800,"9,422","10,138","9,700",919,"1,073",500,9.75,10.58,5.15,5.40,7.85,6.72
6658,"28,632","26,135","24,400",362,-98,-280,1.26,-0.37,-1.15,-6.85,-18.68,-24.74
4569,"113,620","109,983","108,000","8,972","7,503","7,800",7.90,6.82,7.22,4.79,5.00,5.83
9422,"263,925","209,005","170,000","10,277","10,330","9,600",3.89,4.94,5.65,17.24,15.84,13.45
6659,"3,227","2,437","3,900",74,-536,100,2.29,-21.99,2.56,1.78,-31.97,5.45
3024,"32,087","31,997","29,000",310,226,-175,0.97,0.71,-0.60,6.14,4.09,-2.20
1407,"63,904","61,947","80,553","5,864","7,180","8,136",9.18,11.59,10.10,21.70,23.30,23.83
8416,"23,185","22,985",－,"1,903","2,619","2,000",8.21,11.39,－,1.36,1.97,1.79
8982,-,-,-,-,-,-,-,-,-,-,-,-
9380,"41,976","42,005","41,453",652,442,660,1.55,1.05,1.59,2.15,1.82,2.96
3023,"31,755","29,264","25,500","2,029","1,974","1,650",6.39,6.75,6.47,10.51,10.51,7.61
6262,"18,891","14,969","11,000","2,306",499,-160,12.21,3.33,-1.45,9.48,-0.95,-2.60
8708,"12,701","14,188",－,"-1,987",252,－,-15.64,1.78,－,0.44,1.81,－
3798,"5,830","6,387","5,850","1,156","1,331","1,000",19.83,20.84,17.09,14.46,13.84,11.28
3021,"4,177","4,566","5,000",310,413,500,7.42,9.05,10.00,9.94,14.39,16.26
3020,"30,300","32,214","32,500","1,366","1,982","2,000",4.51,6.15,6.15,20.87,17.48,15.89
3399,"12,827","14,106","14,276",406,611,312,3.17,4.33,2.19,2.14,17.19,10.99
8995,"3,047","2,750",－,169,77,－,5.55,2.80,－,3.95,0.58,－
3796,"1,984","2,123",－,13,123,－,0.66,5.79,－,-0.18,4.41,－
3397,"145,022","156,478","148,200","2,302","4,367",200,1.59,2.79,0.13,0.76,4.93,-1.71
8981,-,-,-,-,-,-,-,-,-,-,-,-
2471,"14,797","17,522","20,636",983,"1,604","2,000",6.64,9.15,9.69,35.54,42.78,32.90
8783,"1,083","2,392","2,613",-172,-298,-824,-15.88,-12.46,-31.53,-18.66,-32.62,-80.84
8996,"10,419","10,409","12,000",446,506,900,4.28,4.86,7.50,10.92,12.85,21.70
3793,"10,720","10,150",－,-577,617,－,-5.38,6.08,－,-78.23,40.97,－
3396,"28,882","28,607","31,645",534,304,461,1.85,1.06,1.46,4.23,2.15,2.39
8707,"21,241","18,948",－,"5,523","3,817",－,26.00,20.14,－,8.49,5.35,－
2469,"33,910","40,825","31,000","1,430","1,267","-3,800",4.22,3.10,-12.26,10.19,6.92,-28.04
6161,"6,612","6,773","4,820","1,734","1,772",770,26.23,26.16,15.98,19.55,19.49,8.35
3395,"70,073","68,908","44,997","6,408","4,161","-3,528",9.14,6.04,-7.84,6.17,3.18,-16.77
2468,"3,101","2,735","2,200",-28,10,40,-0.90,0.37,1.82,-10.05,-1.74,-5.01
4975,"24,866","22,319","22,000","7,072","6,297","6,400",28.44,28.21,29.09,20.94,17.74,17.36
7208,"9,121","8,154","6,400",929,113,-740,10.19,1.39,-11.56,7.84,0.76,-3.44
3791,"8,872","9,062","9,621",-307,282,238,-3.46,3.11,2.47,-3.51,-0.44,2.99
3393,"11,907","12,778","13,000",517,732,-200,4.34,5.73,-1.54,6.83,4.70,-7.88
3788,"12,738","13,109","13,691","1,408","1,439","1,542",11.05,10.98,11.26,17.35,17.57,17.03
2467,"1,050","1,353","1,706",-380,-567,14,-36.19,-41.91,0.82,-38.18,-161.76,1.38
3787,860,524,620,97,-176,-75,11.28,-33.59,-12.10,3.13,-6.61,-3.25
7213,"21,538","26,051","16,500","1,021","1,854",50,4.74,7.12,0.30,13.66,20.95,-3.73
2464,"5,360","5,600","6,095",458,160,194,8.54,2.86,3.18,5.05,0.93,0.00
7829,"27,744","23,550","26,393",664,"-1,184","-2,151",2.39,-5.03,-8.15,-35.31,-146.75,-100.83
2462,"47,797","51,072","54,000","1,746","2,000","2,150",3.65,3.92,3.98,19.14,18.92,20.56
3392,"39,448","40,413",－,685,571,－,1.74,1.41,－,5.97,4.54,－
8999,"44,452","45,541","48,500","3,131","2,142","1,700",7.04,4.70,3.51,10.25,6.59,5.55
3774,"192,430","204,474","212,000","6,023","8,225","11,300",3.13,4.02,5.33,4.67,5.16,7.36
3784,"19,515","29,748","30,700",916,"1,669","1,720",4.69,5.61,5.60,－,13.97,13.09
5741,"661,330","615,150","550,000","14,868","10,126","3,500",2.25,1.65,0.64,0.58,1.07,-5.37
2461,"35,340","34,200","29,200","4,209","3,747","2,700",11.91,10.96,9.25,13.02,12.20,9.45
4985,"181,104","189,527","187,000","1,036","3,916","4,600",0.57,2.07,2.46,-0.33,3.11,4.15
8979,"3,094","3,665","3,348","1,364","1,874","1,587",44.09,51.13,47.40,－,－,－
9423,"1,517","1,752",－,68,78,85,4.48,4.45,－,37.95,19.33,17.20
3782,"1,215","1,164","1,660",61,-164,330,5.02,-14.09,19.88,-64.01,1.55,13.58
3436,"325,059","299,460","291,200","85,165","50,636","37,200",26.20,16.91,12.77,22.26,11.28,8.13
3391,"782,447","841,036","860,000","41,826","45,013","45,200",5.35,5.35,5.26,12.54,12.73,11.11
2459,"1,879","1,927",－,0,-10,－,0.00,-0.52,－,2.93,-6.57,－
3390,"3,607","2,967",－,-438,-483,－,-12.14,-16.28,－,-54.88,-147.57,－
8977,"5,955","6,460","5,966","2,563","2,696","2,450",43.04,41.73,41.07,－,－,－
5218,"28,221","23,407","17,400","3,270",901,"-2,200",11.59,3.85,-12.64,7.55,1.09,-5.69
7831,"15,271","15,694",－,-190,-500,－,-1.24,-3.19,－,-3.98,-9.28,－
8976,"14,094","14,272","14,421","7,114","7,312","7,363",50.48,51.23,51.06,－,－,－
3778,"19,501","21,908","23,400",567,939,740,2.91,4.29,3.16,1.20,2.19,4.62
8975,"8,304","8,260","7,772","4,363","4,381","3,940",52.54,53.04,50.69,－,－,－
2352,"1,703","1,875","2,335",371,462,－,21.79,24.64,－,9.06,22.07,－
3388,"82,978","80,408","64,000","4,411","3,915","1,340",5.32,4.87,2.09,15.52,12.44,4.45
3779,"1,333","1,267",993,62,51,-11,4.65,4.03,-1.11,13.56,1.57,-21.74
4188,"3,840,341","3,580,510","3,175,000","294,752","144,285","4,000",7.68,4.03,0.13,12.73,4.24,-5.26
9027,"61,751","65,606","61,000","3,152","3,339","2,750",5.10,5.09,4.51,18.72,16.76,12.17
7832,"732,347","723,989","650,000","84,045","78,775","50,000",11.48,10.88,7.69,15.54,13.13,7.04
3387,"119,281","139,328","106,000","3,975","3,483","-6,200",3.33,2.50,-5.85,7.23,7.83,-99.00
4568,"929,717","981,793","960,000","83,705","138,800","60,000",9.00,14.14,6.25,7.84,10.10,3.98
3386,"7,261","7,590","7,800",328,405,590,4.52,5.34,7.56,4.01,3.53,7.40
7833,"5,450","5,564","5,300",833,859,640,15.28,15.44,12.08,16.41,14.88,10.12
3384,"2,661","2,272","2,855",106,68,103,3.98,2.99,3.61,58.86,2.85,19.94
3777,"1,879",670,－,10,-445,－,0.53,-66.42,－,-2.10,-52.64,－
2454,"14,870","15,604","17,000",116,430,720,0.78,2.76,4.24,-0.82,5.57,11.24
8946,"3,129","2,028","1,875",59,-72,-197,1.89,-3.55,-10.51,-3.56,-10.34,-17.65
8945,"8,441","8,626","9,500",955,855,850,11.31,9.91,8.95,11.50,8.26,7.53
3382,"6,791,215","6,644,359","5,759,000","411,596","424,266","340,000",6.06,6.39,5.90,8.20,8.52,5.30
2453,"12,010","12,057","14,500","1,638","1,367","1,650",13.64,11.34,11.38,23.52,12.87,14.49
9428,"41,030","42,934","40,941","1,316","2,021","1,824",3.21,4.71,4.46,8.64,10.43,13.91
3776,"6,296","14,660","16,100",-601,-303,150,-9.55,-2.07,0.93,－,-11.80,0.35
9028,"90,228","89,501","81,000","3,305","3,675","3,600",3.66,4.11,4.44,7.34,9.91,8.97
1382,"3,591","3,230","3,714",46,24,102,1.28,0.74,2.75,10.55,6.17,19.13
8944,"4,644","4,544","4,600","1,041",818,890,22.42,18.00,19.35,2.12,2.25,1.44
4238,"10,013","9,582",－,"1,486","1,250",－,14.84,13.05,－,7.26,5.06,－
8972,"15,027","15,272","16,813","6,828","7,140","8,198",45.44,46.75,48.76,－,－,－
7760,"12,348","11,338","12,300",730,337,990,5.91,2.97,8.05,5.74,4.79,9.70
3775,"2,663","2,015",－,187,-303,－,7.02,-15.04,－,35.53,-26.34,－
2449,"6,115","4,759","7,500",689,241,300,11.27,5.06,4.00,9.80,4.07,－
3376,"7,242","5,348","5,000",642,30,10,8.86,0.56,0.20,7.54,1.49,1.48
3377,"19,921","20,119","22,000",65,210,700,0.33,1.04,3.18,2.24,5.16,12.29
7749,"18,501","19,893","19,996","3,869","4,329","3,863",20.91,21.76,19.32,6.59,7.02,6.26
3773,"4,256","4,747","5,200",724,695,900,17.01,14.64,17.31,12.34,6.79,7.25
6159,"6,759","5,416","4,639","1,003",583,227,14.84,10.76,4.89,6.03,3.85,1.77
3435,"17,025","18,490","18,000","1,317","1,508","1,170",7.74,8.16,6.50,8.05,8.10,6.16
8968,"9,162","8,518","8,903","3,273","2,966","3,013",35.72,34.82,33.84,－,－,－
3375,"8,053","8,452","8,750",182,222,360,2.26,2.63,4.11,6.03,7.76,11.92
3374,"25,963","23,825","25,500",632,547,867,2.43,2.30,3.40,7.48,5.85,9.12
6662,"1,876","1,764",－,131,51,－,6.98,2.89,－,2.72,1.20,－
3771,"14,151","16,250","17,267","1,291","1,723","1,738",9.12,10.60,10.07,18.33,21.22,18.67
2445,"42,182","46,065","40,750","2,713","3,703","2,200",6.43,8.04,5.40,11.97,14.71,6.94
6158,"8,761","7,858","4,291","1,973","1,730",242,22.52,22.02,5.64,21.74,15.07,2.21
8789,"9,175","6,841","9,000","-1,664",-992,540,-18.14,-14.50,6.00,-21.49,-17.31,3.99
3772,"3,047","13,220","23,000",745,"2,708","3,000",24.45,20.48,13.04,53.21,32.32,23.07
3372,"4,557","4,472",－,141,-185,－,3.09,-4.14,－,0.31,-54.44,－
3770,"4,170","3,789","3,760",-341,44,-110,-8.18,1.16,-2.93,-5.30,-3.52,－
8967,"9,682","15,036","9,131","4,961","10,151","4,482",51.24,67.51,49.09,－,－,－
1401,"3,340","3,345",－,313,283,－,9.37,8.46,－,15.33,10.15,－
2440,"32,728","30,927","17,800","1,216","1,821","-9,200",3.72,5.89,-51.69,3.07,5.01,-68.56
7836,"1,005",815,－,13,-121,－,1.29,-14.85,－,1.83,-43.16,－
9424,"3,518","3,510",－,-502,-670,－,-14.27,-19.09,－,-65.44,-144.33,－
3370,"4,276","4,628",－,-77,-7,－,-1.80,-0.15,－,-302.13,-374.55,－
3371,"19,358","23,811","22,965","1,887","2,379","2,772",9.75,9.99,12.07,13.01,15.14,14.28
8706,"6,485","3,754",－,"1,447","-1,191",－,22.31,-31.73,－,3.64,-1.27,－
2438,"6,295","6,575","6,368",868,709,436,13.79,10.78,6.85,11.47,8.96,5.82
8940,"36,981","37,863",－,"1,672","1,108",－,4.52,2.93,－,8.01,4.91,－
8704,"4,654","6,677","7,540","1,061","2,542","2,380",22.80,38.07,31.56,6.65,50.65,26.29
1400,"2,968","3,598","2,586",-5,13,90,-0.17,0.36,3.48,-2.31,-1.32,2.73
9425,"5,340","4,339",－,-45,62,－,-0.84,1.43,－,-6.70,9.41,－
2437,"2,932","1,719",－,-86,-271,－,-2.93,-15.76,－,-2.97,-16.69,－
3769,"26,922","33,046","39,792","9,562","10,388","12,985",35.52,31.43,32.63,20.54,26.19,24.99
5288,"85,566","93,175","87,000","5,212","5,076","4,200",6.09,5.45,4.83,10.50,8.14,6.54
8705,"2,666","2,850",－,15,-223,－,0.56,-7.82,－,5.24,2.66,－
2436,"5,317","5,757","4,750",444,501,140,8.35,8.70,2.95,29.02,21.75,-0.11
3768,"2,962","3,150","3,250",459,507,525,15.50,16.10,16.15,6.39,6.77,5.88
2435,"14,258","15,132","15,630",494,549,879,3.46,3.63,5.62,1.46,17.80,25.55
9029,"23,499","25,111","23,500",885,996,968,3.77,3.97,4.12,7.57,8.51,6.23
3765,"92,101","101,392",－,"26,577","28,349",－,28.86,27.96,－,24.93,22.88,－
3766,"9,084","8,350","8,882",39,-276,158,0.43,-3.31,1.78,2.70,-7.34,2.18
8966,"6,328","6,588","7,098","2,967","3,206","3,706",46.89,48.66,52.21,－,－,－
9514,"11,049","12,218","14,500","2,849","2,927","3,000",25.79,23.96,20.69,16.22,12.01,12.65
2927,"16,252","15,819","16,000",981,"1,093","1,100",6.04,6.91,6.88,7.92,6.57,6.88
8938,"14,829","8,288","3,322","1,361",-606,150,9.18,-7.31,4.52,17.81,-45.71,-0.20
3763,"4,443","5,052","5,400","1,534","1,470","1,690",34.53,29.10,31.30,13.07,11.60,12.95
3361,"23,709","23,016","23,000","1,627","1,421","1,420",6.86,6.17,6.17,7.41,6.24,5.86
7837,"12,397","17,614","15,900",-635,70,-640,-5.12,0.40,-4.03,-12.88,0.63,-19.35
3360,"444,048","484,395","500,000","17,952","18,794","21,000",4.04,3.88,4.20,11.51,11.97,11.69
3762,"25,418","28,553","30,000","2,418","3,028","3,300",9.51,10.60,11.00,17.27,15.03,15.28
2432,"124,116","121,387",－,"13,512","-45,676",－,10.89,-37.63,－,4.94,-22.75,－
2433,"1,444,524","1,466,249","1,247,000","65,285","55,131","24,000",4.52,3.76,1.92,15.11,15.71,4.36
3359,"6,399","7,860","9,496",317,288,187,4.95,3.66,1.97,8.61,9.33,4.30
7838,"46,121","44,491",－,"1,214","1,031",－,2.63,2.32,－,3.69,2.41,－
8793,"204,131","220,716","220,000","8,929","8,292","6,500",4.37,3.76,2.95,7.37,5.63,4.30
2429,"142,894","136,319","142,558","7,370","4,730","6,006",5.16,3.47,4.21,23.94,13.53,20.06
3358,"1,601","1,484",－,-71,-115,－,-4.43,-7.75,－,-4.91,-27.29,－
3895,"12,823","12,869","10,650",684,943,600,5.33,7.33,5.63,6.13,6.94,4.73
7748,"2,958","4,267","3,096",811,"1,443",848,27.42,33.82,27.39,38.47,44.36,11.20
4875,-,-,-,-,-,-,-,-,-,-,-,-
3760,"1,890","1,678",－,-696,-271,－,-36.83,-16.15,－,-105.44,-27.71,－
2428,"10,032","9,379",－,503,817,－,5.01,8.71,－,4.93,6.91,－
3356,"3,660","4,051","4,180",244,263,200,6.67,6.49,4.78,18.82,11.56,6.09
7214,"64,321","61,223","56,000",564,-70,-800,0.88,-0.11,-1.43,1.02,-4.34,-4.47
1711,"1,280","2,273","1,510",-362,-167,-200,-28.28,-7.35,-13.25,-42.48,-180.40,-153.85
2427,"311,311","361,249","365,000","14,591","15,342","13,750",4.69,4.25,3.77,18.66,14.20,6.44
3758,"31,471","28,347","26,000","1,876","2,265",500,5.96,7.99,1.92,-10.93,11.48,-47.60
8935,"81,516","84,840","71,000","10,093","10,412","7,500",12.38,12.27,10.56,15.51,14.13,9.70
3355,"52,006","55,130",－,"2,128","3,114",－,4.09,5.65,－,8.42,9.45,－
4809,"14,085","12,471","12,500","2,272","1,393","1,750",16.13,11.17,14.00,16.76,4.88,6.66
1712,"14,193","14,048","13,500",898,"1,237",970,6.33,8.81,7.19,4.85,5.60,4.48
4974,"35,841","34,565","40,800","5,463","6,274","8,000",15.24,18.15,19.61,5.81,5.85,7.45
8424,"618,119","712,330","720,000","35,680","41,423","42,000",5.77,5.82,5.83,9.99,9.74,9.53
4082,"27,483","26,518","21,500","4,218","3,110",700,15.35,11.73,3.26,11.93,8.35,1.22
6663,"4,582","3,896","3,784",122,-113,-239,2.66,-2.90,-6.32,2.13,-6.78,-19.33
2425,"8,906","9,055","8,431",225,122,60,2.53,1.35,0.71,6.51,15.24,1.34
3352,"8,780","9,067","9,287",435,439,460,4.95,4.84,4.95,7.03,6.29,6.30
3353,"31,222","32,042","32,430","1,043","1,204","1,240",3.34,3.76,3.82,7.54,8.12,7.95
6648,"19,430","21,009","18,500","1,236",881,"1,100",6.36,4.19,5.95,6.59,4.74,4.85
8700,"2,898","2,421",－,504,81,－,17.39,3.35,－,5.83,2.36,－
6157,"10,476","9,531","7,410","2,879","2,219",850,27.48,23.28,11.47,15.51,11.13,4.88
8934,"53,291","73,218","70,000","13,305","16,571","6,930",24.97,22.63,9.90,16.79,17.72,6.22
6664,"7,549","7,253","7,000",451,12,-510,5.97,0.17,-7.29,3.77,1.58,-38.20
3350,"1,736","2,509",－,-156,-461,－,-8.99,-18.37,－,5.85,-56.70,－
3349,"611,137","684,403","723,000","24,775","29,094","29,100",4.05,4.25,4.02,16.32,15.76,14.33
3347,"20,260","20,140","19,580","1,446","1,447",694,7.14,7.18,3.54,5.53,5.19,1.95
3753,"1,422","4,517",－,-408,542,－,-28.69,12.00,－,-73.91,68.74,－
2418,"60,197","61,121",－,"5,249","6,383",－,8.72,10.44,－,6.95,7.03,－
3346,"2,519","1,930","2,011",-137,-164,-122,-5.44,-8.50,-6.07,-86.10,－,－
9399,-,-,-,-,-,-,-,-,-,-,-,-
6265,"2,752","2,294","2,142",409,214,239,14.86,9.33,11.16,7.22,3.28,3.67
3344,"72,117","61,207",－,453,"1,277",－,0.63,2.09,－,－,15.79,－
8699,"56,686","61,028",－,"9,682","10,901",－,17.08,17.86,－,11.23,12.71,－
3751,"102,025","97,887","93,700","1,733","2,456","3,600",1.70,2.51,3.84,-9.13,8.00,0.71
2415,"84,313","85,989","85,812","2,111","2,002","1,415",2.50,2.33,1.65,11.88,7.69,2.42
8425,"384,893","539,241","500,000","22,913","26,275","20,800",5.95,4.87,4.16,10.29,9.76,9.32
9513,"897,366","913,775","823,000","78,844","83,638","74,000",8.79,9.15,8.99,5.84,5.27,6.35
